"","Date","visitor_count","is_schyr","quarter","year","school_year","enrollment","total_trips","X","Quarter..String.","major_enroll","tot_major_count","totcs","totcy","plotdate","non_cy","cs_pct","STATION","NAME","DATE","AWND","PGTM","PRCP","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"543",2011-01-04,561,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/4/11",10.96,810,0,32,14,290,270,21,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",2011-01-05,548,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/5/11",7.16,2217,0,32,11,280,280,15,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",2011-01-06,540,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/6/11",11.41,1455,0,30,19,290,290,19.9,25.9,NA,NA,NA,NA,NA,NA,1,NA,NA
"546",2011-01-07,439,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/7/11",10.51,2029,0,23,13,330,300,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",2011-01-08,159,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/8/11",12.53,58,0,24,10,320,310,21.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",2011-01-09,249,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/9/11",3.13,1305,0,31,11,250,240,8.9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",2011-01-10,619,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/10/11",7.83,2340,0,32,19,90,100,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2011-01-11,489,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/11/11",9.4,2303,0.09,27,23,320,300,19.9,25.9,1,NA,NA,NA,NA,NA,NA,NA,NA
"551",2011-01-12,545,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/12/11",12.53,1047,0,29,22,330,320,21,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2011-01-13,469,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/13/11",7.83,2124,0,25,16,190,180,14.1,19.9,NA,NA,NA,NA,NA,NA,1,NA,NA
"553",2011-01-14,376,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/14/11",5.59,1512,0,27,17,190,150,12.1,17,NA,NA,NA,NA,NA,NA,1,NA,NA
"554",2011-01-15,160,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/15/11",11.63,341,0,27,18,260,250,21,25.1,1,NA,NA,NA,NA,NA,1,NA,NA
"555",2011-01-16,184,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/16/11",4.92,2254,0,24,10,160,170,14.1,18.1,NA,NA,NA,NA,NA,NA,1,NA,NA
"556",2011-01-17,367,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/17/11",10.96,1222,0.11,35,19,170,150,19.9,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"557",2011-01-18,573,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/18/11",12.53,1540,0.03,35,23,350,340,21.9,29.1,1,NA,NA,NA,NA,NA,1,NA,NA
"558",2011-01-19,540,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/19/11",8.72,1315,0,26,17,330,330,15,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2011-01-20,489,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/20/11",10.96,2335,0,22,7,320,320,25.1,29.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"560",2011-01-21,396,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/21/11",8.5,15,0,11,-1,310,310,21,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",2011-01-22,252,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/22/11",10.29,1438,0,19,7,290,300,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",2011-01-23,320,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/23/11",9.62,1807,0,21,7,140,140,16.1,25.1,1,NA,NA,NA,NA,NA,1,NA,NA
"563",2011-01-24,655,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/24/11",9.17,1900,0,29,16,260,240,17,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"564",2011-01-25,566,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/25/11",5.37,34,0,31,22,240,250,12.1,14.1,1,NA,NA,NA,NA,NA,1,NA,NA
"565",2011-01-26,633,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/26/11",7.61,2203,0,29,19,320,240,14.1,16.1,1,NA,NA,NA,NA,NA,1,NA,NA
"566",2011-01-27,519,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/27/11",9.17,902,0.02,26,18,190,200,16.1,21.9,1,NA,NA,NA,NA,NA,1,NA,NA
"567",2011-01-28,405,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/28/11",7.61,2204,0,32,18,190,170,18.1,28,1,NA,NA,NA,NA,NA,1,NA,NA
"568",2011-01-29,209,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/29/11",7.16,1050,0,35,27,330,330,17,21.9,1,NA,NA,NA,NA,NA,1,NA,NA
"569",2011-01-30,334,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/30/11",9.62,2144,0,32,27,60,50,19.9,23,1,NA,NA,NA,NA,NA,1,NA,NA
"570",2011-01-31,601,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/31/11",15.21,1900,0.02,27,20,60,80,23.9,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"571",2011-02-01,374,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/1/11",25.28,2049,0.26,24,20,50,50,48.1,57.9,1,1,1,NA,1,NA,NA,NA,NA
"572",2011-02-04,408,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/4/11",10.74,1935,0,27,7,210,210,17,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",2011-02-05,278,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/5/11",5.59,1445,0,29,11,240,250,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",2011-02-06,282,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/6/11",5.59,2142,0.1,32,26,330,350,13,17,1,NA,NA,NA,NA,NA,1,NA,NA
"575",2011-02-07,654,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/7/11",7.83,1433,0.03,32,23,340,340,15,19.9,1,NA,NA,NA,NA,NA,NA,NA,NA
"576",2011-02-08,606,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/8/11",11.41,944,0,23,4,340,350,21.9,25.9,1,NA,NA,NA,NA,NA,NA,NA,NA
"577",2011-02-09,522,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/9/11",10.96,2328,0,13,1,280,290,12.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2011-02-10,369,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/10/11",8.28,1654,0,15,-6,200,190,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2011-02-11,306,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/11/11",8.28,2227,0,30,10,240,250,18.1,23.9,1,NA,NA,NA,NA,NA,NA,NA,NA
"580",2011-02-12,172,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/12/11",10.07,1731,0,38,26,200,180,17,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",2011-02-13,324,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/13/11",14.99,2009,0,49,34,240,230,29.1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2011-02-14,578,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/14/11",12.3,337,0,44,29,260,250,28,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2011-02-15,553,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/15/11",10.96,1414,0.03,40,27,160,160,21,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2011-02-16,585,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/16/11",6.71,2334,0,52,37,190,200,15,23,NA,NA,NA,NA,NA,NA,1,NA,NA
"585",2011-02-17,597,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/17/11",15.66,1711,0,58,50,190,180,25.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",2011-02-18,416,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/18/11",15.88,1530,0,54,34,260,260,30,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",2011-02-19,249,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/19/11",9.4,32,0,36,28,290,280,16.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",2011-02-20,263,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/20/11",11.41,2046,0.95,37,29,70,70,19.9,25.1,1,NA,NA,NA,NA,NA,1,NA,NA
"589",2011-02-21,644,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/21/11",15.43,1005,0.02,35,25,70,70,21.9,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"590",2011-02-22,504,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/22/11",6.93,3,0,27,24,130,130,17,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"591",2011-02-23,503,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/23/11",8.05,1832,0.07,34,24,130,120,17,23,1,NA,NA,NA,NA,NA,1,NA,NA
"592",2011-02-24,503,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/24/11",12.75,2101,0,38,33,40,40,25.1,32,1,NA,NA,NA,NA,NA,1,NA,NA
"593",2011-02-25,405,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/25/11",10.29,134,0,37,30,30,20,23.9,31.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"594",2011-02-26,181,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/26/11",4.47,2251,0.05,34,27,310,210,10.1,14.1,1,NA,NA,NA,NA,NA,1,NA,NA
"595",2011-02-27,269,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/27/11",8.72,2249,0.32,38,27,10,10,23.9,31.1,1,NA,1,NA,NA,NA,NA,NA,NA
"596",2011-02-28,663,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/28/11",10.07,330,0.04,38,26,350,10,23.9,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"597",2011-03-01,554,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/1/11",9.62,1407,0,45,25,200,190,19.9,25.9,NA,NA,NA,NA,NA,NA,1,NA,NA
"598",2011-03-02,570,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/2/11",10.29,1249,0,38,26,50,40,16.1,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",2011-03-03,525,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/3/11",11.41,2038,0,46,27,140,140,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",2011-03-04,404,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/4/11",8.5,2345,0.61,59,36,10,20,21,29.1,1,NA,NA,NA,NA,NA,1,NA,NA
"601",2011-03-05,196,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/5/11",19.24,714,0.01,36,27,10,20,28,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"602",2011-03-06,389,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/6/11",10.29,139,0,34,27,360,360,21,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",2011-03-07,677,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/7/11",4.25,1128,0,35,25,160,160,12.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",2011-03-08,675,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/8/11",9.17,2329,0.01,45,32,130,130,17,21.9,1,NA,NA,NA,NA,NA,1,NA,NA
"605",2011-03-09,663,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/9/11",7.83,2100,0.38,48,34,320,330,16.1,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"606",2011-03-10,744,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/10/11",12.08,806,0.01,37,30,350,350,21.9,25.9,1,NA,NA,NA,NA,NA,1,NA,NA
"607",2011-03-11,615,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/11/11",8.72,2107,0,48,28,190,190,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",2011-03-12,666,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/12/11",16.78,1100,0,45,30,260,280,30,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",2011-03-13,784,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/13/11",5.37,16,0,43,25,290,280,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",2011-03-14,972,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/14/11",8.95,936,0,42,29,30,60,14.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",2011-03-15,708,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/15/11",6.71,944,0,39,33,60,60,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",2011-03-16,576,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/16/11",7.61,2126,0,62,33,200,200,16.1,23,1,NA,NA,NA,NA,NA,1,NA,NA
"613",2011-03-17,489,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/17/11",13.87,1004,0,68,47,260,190,23,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",2011-03-18,254,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/18/11",6.71,1526,0,56,38,330,320,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",2011-03-19,162,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/19/11",6.49,1452,0,49,35,60,70,14.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",2011-03-20,163,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/20/11",10.96,904,0.44,61,42,140,150,21.9,30,NA,NA,1,NA,NA,NA,NA,NA,NA
"617",2011-03-21,288,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/21/11",8.5,2323,0.01,60,42,60,70,19.9,23,1,NA,1,NA,NA,NA,1,NA,NA
"618",2011-03-22,255,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/22/11",14.32,1538,0.18,44,39,80,80,23.9,33.1,1,NA,1,NA,NA,NA,1,NA,NA
"619",2011-03-23,270,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/23/11",11.63,110,0.13,47,31,280,280,29.1,38,1,NA,NA,NA,NA,NA,1,NA,NA
"620",2011-03-24,292,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/24/11",12.75,20,0,35,28,30,20,21.9,29.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"621",2011-03-25,238,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/25/11",10.07,2338,0,36,26,40,50,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",2011-03-26,148,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/26/11",15.43,601,0,33,26,20,50,23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",2011-03-27,248,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/27/11",12.53,1600,0,35,27,50,30,21.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",2011-03-28,588,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/28/11",10.07,1309,0,36,24,90,60,16.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",2011-03-29,583,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/29/11",8.28,1243,0,41,28,30,50,14.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",2011-03-30,603,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/30/11",8.5,1046,0,46,31,40,10,13,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",2011-03-31,526,1,1,2011,2010,5289,0,8,"Winter 2011",5137,5907,40,2074,2011.25,3833,0.01043569,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/31/11",4.47,1543,0,46,26,80,80,14.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",2011-04-01,432,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/1/11",6.49,2016,0.15,46,31,310,310,17,23.9,1,NA,NA,NA,NA,NA,1,NA,NA
"629",2011-04-02,224,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/2/11",10.07,1459,0,54,37,300,280,21.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",2011-04-03,286,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/3/11",13.65,1207,0.04,77,42,180,180,30,40,NA,NA,1,NA,NA,NA,NA,NA,NA
"631",2011-04-04,606,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/4/11",14.99,111,0.12,69,40,240,250,32,42.9,1,NA,1,NA,NA,NA,1,NA,NA
"632",2011-04-05,624,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/5/11",11.18,1253,0,52,35,290,290,21,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",2011-04-06,596,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/6/11",8.95,1552,0,58,42,30,30,17,21,1,NA,NA,NA,NA,NA,1,NA,NA
"634",2011-04-07,399,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/7/11",8.95,2256,0.34,46,39,90,70,16.1,19.9,1,1,NA,NA,NA,NA,1,NA,NA
"635",2011-04-08,410,1,2,2011,2010,5289,0,9,"Spring 2011",4983,5834,52,1616,2011.5,4218,0.012328118,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/8/11",9.17,937,0.51,47,43,70,70,18.1,23.9,1,NA,NA,NA,NA,NA,NA,NA,NA
